run_idx,circuit_type,attack_mode,attacked_fidelity
0,vanilla,random_high_untwirled,0.4495458602905273
0,vanilla,random_high_untwirled,0.49047693610191334
0,vanilla,random_high_untwirled,0.5046188831329345
0,vanilla,random_high_untwirled,0.4622265845537185
0,vanilla,random_high_untwirled,0.48566114902496327
0,vanilla,random_high_untwirled,0.5001675039529799
0,vanilla,random_high_untwirled,0.46894069015979756
0,vanilla,random_high_untwirled,0.5496283918619155
0,vanilla,random_high_untwirled,0.5169721245765685
0,vanilla,random_high_untwirled,0.5397285968065261
0,vanilla,random_high_untwirled,0.5082829296588897
0,vanilla,random_high_untwirled,0.4937496185302734
0,vanilla,random_high_untwirled,0.5177849382162093
0,vanilla,random_high_untwirled,0.4837362766265868
0,vanilla,random_high_untwirled,0.48408079147338867
0,vanilla,random_high_untwirled,0.5411256849765776
0,vanilla,random_high_untwirled,0.6191393136978148
0,vanilla,random_high_untwirled,0.5418840795755385
0,vanilla,random_high_untwirled,0.554892212152481
0,vanilla,random_high_untwirled,0.5270458310842513
0,vanilla,random_high_untwirled,0.5746628791093825
0,vanilla,random_high_untwirled,0.5158793777227401
0,vanilla,random_high_untwirled,0.4994081258773803
0,vanilla,random_high_untwirled,0.4873541891574859
0,vanilla,random_high_untwirled,0.4944369196891784
0,vanilla,random_high_untwirled,0.5089201778173446
0,vanilla,random_high_untwirled,0.4868723452091216
0,vanilla,random_high_untwirled,0.5731377005577086
0,vanilla,random_high_untwirled,0.43458053469657887
0,vanilla,random_high_untwirled,0.558429330587387
0,vanilla,random_high_untwirled,0.5212716609239577
0,vanilla,random_high_untwirled,0.4850279688835143
0,vanilla,random_high_untwirled,0.4821953326463699
0,vanilla,random_high_untwirled,0.5867541134357451
0,vanilla,random_high_untwirled,0.48291294276714314
0,vanilla,random_high_untwirled,0.5832045972347258
0,vanilla,random_high_untwirled,0.47307623922824854
0,vanilla,random_high_untwirled,0.5132992416620253
0,vanilla,random_high_untwirled,0.5622812509536742
0,vanilla,random_high_untwirled,0.43861909210681904
0,vanilla,random_high_untwirled,0.4321358650922774
0,vanilla,random_high_untwirled,0.635099947452545
0,vanilla,random_high_untwirled,0.43397864699363703
0,vanilla,random_high_untwirled,0.5344990342855452
0,vanilla,random_high_untwirled,0.5320861786603927
0,vanilla,random_high_untwirled,0.4734517335891722
0,vanilla,random_high_untwirled,0.5364078283309935
0,vanilla,random_high_untwirled,0.4999394416809081
0,vanilla,random_high_untwirled,0.4645224660634994
0,vanilla,random_high_untwirled,0.47477433085441584
0,vanilla,random_high_untwirled,0.46820977330207814
0,vanilla,random_high_untwirled,0.4905641674995422
0,vanilla,random_high_untwirled,0.5256992280483245
0,vanilla,random_high_untwirled,0.5132160931825637
0,vanilla,random_high_untwirled,0.5208539068698882
0,vanilla,random_high_untwirled,0.46696174144744856
0,vanilla,random_high_untwirled,0.5243232101202011
0,vanilla,random_high_untwirled,0.4123069196939467
0,vanilla,random_high_untwirled,0.5254805684089661
0,vanilla,random_high_untwirled,0.5583322048187255
0,vanilla,random_high_untwirled,0.5390481054782866
0,vanilla,random_high_untwirled,0.5481644868850707
0,vanilla,random_high_untwirled,0.5192810595035552
0,vanilla,random_high_untwirled,0.5226394236087798
0,vanilla,random_high_untwirled,0.5821131467819213
0,vanilla,random_high_untwirled,0.5725941658020018
0,vanilla,random_high_untwirled,0.5099607259035109
0,vanilla,random_high_untwirled,0.5138033926486968
0,vanilla,random_high_untwirled,0.5512907207012175
0,vanilla,random_high_untwirled,0.472383752465248
0,vanilla,random_high_untwirled,0.45274533331394184
0,vanilla,random_high_untwirled,0.5035186707973479
0,vanilla,random_high_untwirled,0.46606487035751337
0,vanilla,random_high_untwirled,0.520992711186409
0,vanilla,random_high_untwirled,0.5974965691566466
0,vanilla,random_high_untwirled,0.45755539834499354
0,vanilla,random_high_untwirled,0.4602360576391219
0,vanilla,random_high_untwirled,0.5171951502561568
