clean_energy,worst_energy,hf,fci,method
0.24807298716783788,0.7199689944489798,-1.116998996754004,-1.1373060357533997,RL
0.24807298716783788,0.7199689944489798,-1.116998996754004,-1.1373060357533997,RL
0.24807298716783788,0.7199689944489798,-1.116998996754004,-1.1373060357533997,RL
0.24807298716783788,0.7199689944489798,-1.116998996754004,-1.1373060357533997,RL
0.24807298716783788,0.7199689944489798,-1.116998996754004,-1.1373060357533997,RL
-1.137306809425354,-1.084970474243164,-1.116998996754004,-1.1373060357533997,HEA adversarial
-1.1373071670532227,-1.0849708318710327,-1.116998996754004,-1.1373060357533997,HEA adversarial
-1.1373053789138794,-1.0849690437316895,-1.116998996754004,-1.1373060357533997,HEA adversarial
-1.1372661590576172,-1.0849318504333496,-1.116998996754004,-1.1373060357533997,HEA adversarial
-1.1373027563095093,-1.0849666595458984,-1.116998996754004,-1.1373060357533997,HEA adversarial
-1.1169989967540044,-1.1169989967540044,-1.116998996754004,-1.1373060357533997,Architect adversarial
-1.1169989967540044,-1.1169989967540044,-1.116998996754004,-1.1373060357533997,Architect adversarial
-1.1169989967540044,-0.524615555364347,-1.116998996754004,-1.1373060357533997,Architect adversarial
-1.1169989967540035,-1.1169989967540044,-1.116998996754004,-1.1373060357533997,Architect adversarial
-1.1169989967540044,-1.1169989967540044,-1.116998996754004,-1.1373060357533997,Architect adversarial
