run_idx,circuit_type,attacked_fidelity
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,vanilla,0.9606831222772597
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
0,robust,0.8174248486757276
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,vanilla,0.9606831222772597
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
1,robust,0.954300820827484
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,vanilla,0.9606831222772597
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
2,robust,0.9112529158592222
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,vanilla,0.9606831222772597
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
3,robust,0.8912878334522246
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,vanilla,0.9606831222772597
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
4,robust,0.954300731420517
