group,run,seed,noise_family,attack_budget,noise_rate,circuit_path,clean_fidelity,attacked_mean,attacked_std,attacked_min,attacked_max,n_attacks_evaluated
adversarial,adversarial,,depolarizing,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/circuit_robust.json,0.9999999403953551,0.9242591063181557,0.029987427304036845,0.9027776122093197,0.9666665196418761,3
adversarial,adversarial,,depolarizing,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/circuit_robust.json,0.9999999403953551,0.8755213831152233,0.053987464598577256,0.7912706434726713,0.9666665196418761,7
adversarial,adversarial,,amplitude_damping,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/circuit_robust.json,0.9999999403953551,0.9630714654922484,0.01716208104735569,0.9506248831748961,0.9873396307229994,3
adversarial,adversarial,,amplitude_damping,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/circuit_robust.json,0.9999999403953551,0.9387661601815903,0.02818275214409403,0.8963911235332487,0.9873396307229994,7
adversarial,adversarial,,coherent_overrotation,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/circuit_robust.json,0.9999999403953551,0.9816334148248035,0.008634231483840706,0.9755280911922454,0.9938440620899198,3
adversarial,adversarial,,coherent_overrotation,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/circuit_robust.json,0.9999999403953551,0.941995390823909,0.04502237033152434,0.8535531163215635,0.9938440620899198,7
adversarial,adversarial,seed_0,depolarizing,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_0/circuit_robust.json,0.9999999403953551,0.9242591063181557,0.029987427304036845,0.9027776122093197,0.9666665196418761,3
adversarial,adversarial,seed_0,depolarizing,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_0/circuit_robust.json,0.9999999403953551,0.8755213831152233,0.053987464598577256,0.7912706434726713,0.9666665196418761,7
adversarial,adversarial,seed_0,amplitude_damping,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_0/circuit_robust.json,0.9999999403953551,0.9630714654922484,0.01716208104735569,0.9506248831748961,0.9873396307229994,3
adversarial,adversarial,seed_0,amplitude_damping,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_0/circuit_robust.json,0.9999999403953551,0.9387661601815903,0.02818275214409403,0.8963911235332487,0.9873396307229994,7
adversarial,adversarial,seed_0,coherent_overrotation,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_0/circuit_robust.json,0.9999999403953551,0.9816334148248035,0.008634231483840706,0.9755280911922454,0.9938440620899198,3
adversarial,adversarial,seed_0,coherent_overrotation,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_0/circuit_robust.json,0.9999999403953551,0.941995390823909,0.04502237033152434,0.8535531163215635,0.9938440620899198,7
adversarial,adversarial,seed_1,depolarizing,1,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_1/circuit_robust.json,0.9999999403953551,0.9293516774972278,0.021807273542819677,0.9027776122093197,0.9666665196418761,6
adversarial,adversarial,seed_1,depolarizing,3,0.05,/home/gp.sc.cc.tohoku.ac.jp/jesus/AA/work_dir/quantum-arch-search/results/2/adversarial/seed_1/circuit_robust.json,0.9999999403953551,0.8450479485639711,0.05066073476547262,0.7641371488571166,0.9666665196418761,41
