clean_energy,worst_energy,hf,fci,method
2.2149986297333286,3.392161608461543,-15.560334935987186,-0.5304960745373908,RL
2.2149986297333286,3.392161608461543,-15.560334935987186,-0.5304960745373908,RL
2.214998629733328,2.215606309356537,-15.560334935987186,-0.5304960745373908,RL
2.2149986297333286,3.392161608461543,-15.560334935987186,-0.5304960745373908,RL
2.2149986297333286,3.392161608461543,-15.560334935987186,-0.5304960745373908,RL
-0.5245965719223022,-0.4711796045303345,-15.560334935987186,-0.5304960745373908,HEA adversarial
-0.5276092886924744,-0.4740416705608368,-15.560334935987186,-0.5304960745373908,HEA adversarial
-0.524700403213501,-0.47127825021743774,-15.560334935987186,-0.5304960745373908,HEA adversarial
-0.5274292230606079,-0.4738706052303314,-15.560334935987186,-0.5304960745373908,HEA adversarial
-0.5276087522506714,-0.4740411937236786,-15.560334935987186,-0.5304960745373908,HEA adversarial
-0.5245958290032077,0.6041093690737607,-15.560334935987186,-0.5304960745373908,Architect adversarial
-0.5245958290032074,-0.5245958290032077,-15.560334935987186,-0.5304960745373908,Architect adversarial
-0.5245958290032078,-0.5245958290032077,-15.560334935987186,-0.5304960745373908,Architect adversarial
-0.5245958290032078,3.392161608461543,-15.560334935987186,-0.5304960745373908,Architect adversarial
-0.5245958290032078,-0.5245958290032077,-15.560334935987186,-0.5304960745373908,Architect adversarial
