run_idx,circuit_type,attack_mode,attacked_fidelity,gate_count
0,vanilla,random_high_untwirled,0.6144392788410186,15
0,vanilla,random_high_untwirled,0.6310949027538298,15
0,vanilla,random_high_untwirled,0.6934864819049834,15
0,vanilla,random_high_untwirled,0.6159944236278533,15
0,vanilla,random_high_untwirled,0.6509435176849364,15
0,vanilla,random_high_untwirled,0.6163272261619568,15
0,vanilla,random_high_untwirled,0.6407023072242736,15
0,vanilla,random_high_untwirled,0.7214234769344329,15
0,vanilla,random_high_untwirled,0.6637490987777709,15
0,vanilla,random_high_untwirled,0.669220745563507,15
0,vanilla,random_high_untwirled,0.6600033342838286,15
0,vanilla,random_high_untwirled,0.6187712550163268,15
0,vanilla,random_high_untwirled,0.6758539080619811,15
0,vanilla,random_high_untwirled,0.6279746294021605,15
0,vanilla,random_high_untwirled,0.6311450600624083,15
0,vanilla,random_high_untwirled,0.682531088590622,15
0,vanilla,random_high_untwirled,0.7443202137947081,15
0,vanilla,random_high_untwirled,0.6617081761360167,15
0,vanilla,random_high_untwirled,0.7275111675262449,15
0,vanilla,random_high_untwirled,0.7136791348457335,15
0,vanilla,random_high_untwirled,0.7535643875598905,15
0,vanilla,random_high_untwirled,0.6530021131038665,15
0,vanilla,random_high_untwirled,0.6381278336048124,15
0,vanilla,random_high_untwirled,0.6284134685993193,15
0,vanilla,random_high_untwirled,0.6360598504543303,15
0,vanilla,random_high_untwirled,0.6864688992500304,15
0,vanilla,random_high_untwirled,0.6611581742763518,15
0,vanilla,random_high_untwirled,0.741239935159683,15
0,vanilla,random_high_untwirled,0.6209212243556975,15
0,vanilla,random_high_untwirled,0.7234561443328855,15
0,vanilla,random_high_untwirled,0.6802045702934264,15
0,vanilla,random_high_untwirled,0.6678503453731536,15
0,robust,random_high_untwirled,0.8511869609355927,4
0,robust,random_high_untwirled,0.9045938849449157,4
0,robust,random_high_untwirled,0.780102789402008,4
0,robust,random_high_untwirled,0.8984013795852659,4
0,robust,random_high_untwirled,0.8513547182083128,4
0,robust,random_high_untwirled,0.8011784851551055,4
0,robust,random_high_untwirled,0.9230467379093169,4
0,robust,random_high_untwirled,0.8062037229537963,4
0,robust,random_high_untwirled,0.828846126794815,4
0,robust,random_high_untwirled,0.8863908648490905,4
0,robust,random_high_untwirled,0.8678952753543853,4
0,robust,random_high_untwirled,0.8740832805633543,4
0,robust,random_high_untwirled,0.8805248737335204,4
0,robust,random_high_untwirled,0.929154336452484,4
0,robust,random_high_untwirled,0.9229405820369718,4
0,robust,random_high_untwirled,0.9226634204387663,4
0,robust,random_high_untwirled,0.8863908648490905,4
0,robust,random_high_untwirled,0.8293995857238768,4
0,robust,random_high_untwirled,0.833994537591934,4
0,robust,random_high_untwirled,0.76543191075325,4
0,robust,random_high_untwirled,0.9106616675853727,4
0,robust,random_high_untwirled,0.9165557920932769,4
0,robust,random_high_untwirled,0.8513547182083128,4
0,robust,random_high_untwirled,0.8506293296813963,4
0,robust,random_high_untwirled,0.8564375042915344,4
0,robust,random_high_untwirled,0.7849930822849273,4
0,robust,random_high_untwirled,0.8287687003612518,4
0,robust,random_high_untwirled,0.8345769047737122,4
0,robust,random_high_untwirled,0.8453692197799682,4
0,robust,random_high_untwirled,0.833994537591934,4
0,robust,random_high_untwirled,0.8011784851551055,4
0,robust,random_high_untwirled,0.8286760151386259,4
0,quantumnas,random_high_untwirled,0.7619979083538053,15
0,quantumnas,random_high_untwirled,0.6232601851224898,15
0,quantumnas,random_high_untwirled,0.6607077717781066,15
0,quantumnas,random_high_untwirled,0.6788603663444518,15
0,quantumnas,random_high_untwirled,0.6402681916952131,15
0,quantumnas,random_high_untwirled,0.6669884920120238,15
0,quantumnas,random_high_untwirled,0.6561891734600066,15
0,quantumnas,random_high_untwirled,0.603453755378723,15
0,quantumnas,random_high_untwirled,0.6558258682489393,15
0,quantumnas,random_high_untwirled,0.6123959720134734,15
0,quantumnas,random_high_untwirled,0.6949109137058257,15
0,quantumnas,random_high_untwirled,0.6295929998159407,15
0,quantumnas,random_high_untwirled,0.7022535800933837,15
0,quantumnas,random_high_untwirled,0.6809669286012648,15
0,quantumnas,random_high_untwirled,0.6735345721244811,15
0,quantumnas,random_high_untwirled,0.6503502577543258,15
0,quantumnas,random_high_untwirled,0.576368138194084,15
0,quantumnas,random_high_untwirled,0.7199898511171339,15
0,quantumnas,random_high_untwirled,0.707378640770912,15
0,quantumnas,random_high_untwirled,0.6655904948711394,15
0,quantumnas,random_high_untwirled,0.7112966179847716,15
0,quantumnas,random_high_untwirled,0.6714475750923156,15
0,quantumnas,random_high_untwirled,0.664895862340927,15
0,quantumnas,random_high_untwirled,0.6963868588209151,15
0,quantumnas,random_high_untwirled,0.7574716210365293,15
0,quantumnas,random_high_untwirled,0.6353128850460051,15
0,quantumnas,random_high_untwirled,0.6854925900697706,15
0,quantumnas,random_high_untwirled,0.6684323251247405,15
0,quantumnas,random_high_untwirled,0.6304975897073746,15
0,quantumnas,random_high_untwirled,0.6201407909393309,15
0,quantumnas,random_high_untwirled,0.6732754558324813,15
0,quantumnas,random_high_untwirled,0.5835646986961363,15
1,vanilla,random_high_untwirled,0.8761046379804609,5
1,vanilla,random_high_untwirled,0.8378655910491941,5
1,vanilla,random_high_untwirled,0.7927760928869246,5
1,vanilla,random_high_untwirled,0.8905279189348219,5
1,vanilla,random_high_untwirled,0.8060839176177976,5
1,vanilla,random_high_untwirled,0.8140768408775328,5
1,vanilla,random_high_untwirled,0.8936444073915479,5
1,vanilla,random_high_untwirled,0.8168528378009795,5
1,vanilla,random_high_untwirled,0.769213333725929,5
1,vanilla,random_high_untwirled,0.7255337387323378,5
1,vanilla,random_high_untwirled,0.8724122792482374,5
1,vanilla,random_high_untwirled,0.8937916755676267,5
1,vanilla,random_high_untwirled,0.8168528378009795,5
1,vanilla,random_high_untwirled,0.8300998508930204,5
1,vanilla,random_high_untwirled,0.8583273738622664,5
1,vanilla,random_high_untwirled,0.9026152640581129,5
1,vanilla,random_high_untwirled,0.8724079132080076,5
1,vanilla,random_high_untwirled,0.858558103442192,5
1,vanilla,random_high_untwirled,0.893813371658325,5
1,vanilla,random_high_untwirled,0.893813371658325,5
1,vanilla,random_high_untwirled,0.9084859639406203,5
1,vanilla,random_high_untwirled,0.8415494114160535,5
1,vanilla,random_high_untwirled,0.7977193742990492,5
1,vanilla,random_high_untwirled,0.7469154000282285,5
1,vanilla,random_high_untwirled,0.8383263349533079,5
1,vanilla,random_high_untwirled,0.9175961464643476,5
1,vanilla,random_high_untwirled,0.7777606248855589,5
1,vanilla,random_high_untwirled,0.7336834967136382,5
1,vanilla,random_high_untwirled,0.8131127655506133,5
1,vanilla,random_high_untwirled,0.8007215857505797,5
1,vanilla,random_high_untwirled,0.8167011886835096,5
1,vanilla,random_high_untwirled,0.8591968864202498,5
1,robust,random_high_untwirled,0.7419449388980864,7
1,robust,random_high_untwirled,0.7779509127140043,7
1,robust,random_high_untwirled,0.8343210220336912,7
1,robust,random_high_untwirled,0.8308130353689192,7
1,robust,random_high_untwirled,0.7854934483766554,7
1,robust,random_high_untwirled,0.7525987476110457,7
1,robust,random_high_untwirled,0.7786594331264494,7
1,robust,random_high_untwirled,0.7760817855596541,7
1,robust,random_high_untwirled,0.8018740713596342,7
1,robust,random_high_untwirled,0.8433418571949005,7
1,robust,random_high_untwirled,0.7376738041639326,7
1,robust,random_high_untwirled,0.7989684492349622,7
1,robust,random_high_untwirled,0.7874207049608228,7
1,robust,random_high_untwirled,0.8705082237720487,7
1,robust,random_high_untwirled,0.8020163476467133,7
1,robust,random_high_untwirled,0.8380315601825714,7
1,robust,random_high_untwirled,0.8498582392930983,7
1,robust,random_high_untwirled,0.9022904783487318,7
1,robust,random_high_untwirled,0.761909484863281,7
1,robust,random_high_untwirled,0.7492106705904005,7
1,robust,random_high_untwirled,0.8395356386899948,7
1,robust,random_high_untwirled,0.8470329940319061,7
1,robust,random_high_untwirled,0.7286821305751798,7
1,robust,random_high_untwirled,0.7994229346513747,7
1,robust,random_high_untwirled,0.8126596659421919,7
1,robust,random_high_untwirled,0.8695789128541945,7
1,robust,random_high_untwirled,0.7643762081861496,7
1,robust,random_high_untwirled,0.9081354886293409,7
1,robust,random_high_untwirled,0.7877917289733886,7
1,robust,random_high_untwirled,0.8182704150676727,7
1,robust,random_high_untwirled,0.8819131851196287,7
1,robust,random_high_untwirled,0.8351042121648786,7
1,quantumnas,random_high_untwirled,0.6153969019651412,15
1,quantumnas,random_high_untwirled,0.6534686982631682,15
1,quantumnas,random_high_untwirled,0.6797896921634672,15
1,quantumnas,random_high_untwirled,0.6514599919319152,15
1,quantumnas,random_high_untwirled,0.6087124943733214,15
1,quantumnas,random_high_untwirled,0.7684833258390426,15
1,quantumnas,random_high_untwirled,0.6239527016878127,15
1,quantumnas,random_high_untwirled,0.7180214822292326,15
1,quantumnas,random_high_untwirled,0.7598727196455001,15
1,quantumnas,random_high_untwirled,0.6379600912332534,15
1,quantumnas,random_high_untwirled,0.6047637611627578,15
1,quantumnas,random_high_untwirled,0.6398496031761168,15
1,quantumnas,random_high_untwirled,0.6621254235506056,15
1,quantumnas,random_high_untwirled,0.6987688243389129,15
1,quantumnas,random_high_untwirled,0.6031621396541594,15
1,quantumnas,random_high_untwirled,0.6367083340883254,15
1,quantumnas,random_high_untwirled,0.6280933320522307,15
1,quantumnas,random_high_untwirled,0.6435332298278809,15
1,quantumnas,random_high_untwirled,0.7337746173143385,15
1,quantumnas,random_high_untwirled,0.7417759895324706,15
1,quantumnas,random_high_untwirled,0.6192057132720946,15
1,quantumnas,random_high_untwirled,0.6801658421754836,15
1,quantumnas,random_high_untwirled,0.6129227280616758,15
1,quantumnas,random_high_untwirled,0.6058825701475142,15
1,quantumnas,random_high_untwirled,0.7069363594055174,15
1,quantumnas,random_high_untwirled,0.6191179305315017,15
1,quantumnas,random_high_untwirled,0.6318908333778379,15
1,quantumnas,random_high_untwirled,0.6150655597448348,15
1,quantumnas,random_high_untwirled,0.5816429704427718,15
1,quantumnas,random_high_untwirled,0.6739712357521056,15
1,quantumnas,random_high_untwirled,0.6788178831338881,15
1,quantumnas,random_high_untwirled,0.698105454444885,15
2,vanilla,random_high_untwirled,0.8246955871582029,4
2,vanilla,random_high_untwirled,0.8513331115245818,4
2,vanilla,random_high_untwirled,0.7912446558475493,4
2,vanilla,random_high_untwirled,0.923084646463394,4
2,vanilla,random_high_untwirled,0.8195980489253997,4
2,vanilla,random_high_untwirled,0.8700428903102873,4
2,vanilla,random_high_untwirled,0.7718113064765929,4
2,vanilla,random_high_untwirled,0.8874791264533994,4
2,vanilla,random_high_untwirled,0.835044741630554,4
2,vanilla,random_high_untwirled,0.8521819114685056,4
2,vanilla,random_high_untwirled,0.761351704597473,4
2,vanilla,random_high_untwirled,0.8407327830791471,4
2,vanilla,random_high_untwirled,0.8926409780979155,4
2,vanilla,random_high_untwirled,0.8042924702167509,4
2,vanilla,random_high_untwirled,0.8029524087905882,4
2,vanilla,random_high_untwirled,0.9110983610153196,4
2,vanilla,random_high_untwirled,0.8700428903102873,4
2,vanilla,random_high_untwirled,0.8926409780979155,4
2,vanilla,random_high_untwirled,0.8700428903102873,4
2,vanilla,random_high_untwirled,0.8697531819343565,4
2,vanilla,random_high_untwirled,0.8465682566165923,4
2,vanilla,random_high_untwirled,0.835044741630554,4
2,vanilla,random_high_untwirled,0.8013423085212705,4
2,vanilla,random_high_untwirled,0.881382018327713,4
2,vanilla,random_high_untwirled,0.8874791264533994,4
2,vanilla,random_high_untwirled,0.881382018327713,4
2,vanilla,random_high_untwirled,0.823355585336685,4
2,vanilla,random_high_untwirled,0.7567873895168303,4
2,vanilla,random_high_untwirled,0.8990882635116576,4
2,vanilla,random_high_untwirled,0.8753006756305692,4
2,vanilla,random_high_untwirled,0.796384125947952,4
2,vanilla,random_high_untwirled,0.8347579836845398,4
2,robust,random_high_untwirled,0.8059446960687635,6
2,robust,random_high_untwirled,0.7817771434783934,6
2,robust,random_high_untwirled,0.8673369735479353,6
2,robust,random_high_untwirled,0.8759209811687467,6
2,robust,random_high_untwirled,0.8132058084011078,6
2,robust,random_high_untwirled,0.8139175474643706,6
2,robust,random_high_untwirled,0.7855888456106184,6
2,robust,random_high_untwirled,0.7923051267862319,6
2,robust,random_high_untwirled,0.785685747861862,6
2,robust,random_high_untwirled,0.858272761106491,6
2,robust,random_high_untwirled,0.8251127749681472,6
2,robust,random_high_untwirled,0.8333960473537444,6
2,robust,random_high_untwirled,0.86366231739521,6
2,robust,random_high_untwirled,0.7481818944215773,6
2,robust,random_high_untwirled,0.8405505418777465,6
2,robust,random_high_untwirled,0.8498645424842832,6
2,robust,random_high_untwirled,0.8333909660577772,6
2,robust,random_high_untwirled,0.7192080616950987,6
2,robust,random_high_untwirled,0.8413961380720136,6
2,robust,random_high_untwirled,0.8846473991870878,6
2,robust,random_high_untwirled,0.7763681560754775,6
2,robust,random_high_untwirled,0.7163551598787306,6
2,robust,random_high_untwirled,0.8994181901216507,6
2,robust,random_high_untwirled,0.8047761768102646,6
2,robust,random_high_untwirled,0.7192080616950987,6
2,robust,random_high_untwirled,0.7920437306165693,6
2,robust,random_high_untwirled,0.8499334305524825,6
2,robust,random_high_untwirled,0.8003921508789061,6
2,robust,random_high_untwirled,0.8082408457994459,6
2,robust,random_high_untwirled,0.8003921508789061,6
2,robust,random_high_untwirled,0.8504762947559354,6
2,robust,random_high_untwirled,0.7669153958559035,6
2,quantumnas,random_high_untwirled,0.7025875747203827,15
2,quantumnas,random_high_untwirled,0.6052642762660979,15
2,quantumnas,random_high_untwirled,0.6118166744709014,15
2,quantumnas,random_high_untwirled,0.6310325860977172,15
2,quantumnas,random_high_untwirled,0.6382268369197844,15
2,quantumnas,random_high_untwirled,0.6342200785875318,15
2,quantumnas,random_high_untwirled,0.6758654266595839,15
2,quantumnas,random_high_untwirled,0.7687818855047225,15
2,quantumnas,random_high_untwirled,0.6540882885456084,15
2,quantumnas,random_high_untwirled,0.681797295808792,15
2,quantumnas,random_high_untwirled,0.6944206953048704,15
2,quantumnas,random_high_untwirled,0.7404581159353255,15
2,quantumnas,random_high_untwirled,0.6883660852909087,15
2,quantumnas,random_high_untwirled,0.691618114709854,15
2,quantumnas,random_high_untwirled,0.7173182219266889,15
2,quantumnas,random_high_untwirled,0.7314709722995757,15
2,quantumnas,random_high_untwirled,0.6786875575780867,15
2,quantumnas,random_high_untwirled,0.6818655282258985,15
2,quantumnas,random_high_untwirled,0.657407686114311,15
2,quantumnas,random_high_untwirled,0.7192109823226926,15
2,quantumnas,random_high_untwirled,0.6086316555738448,15
2,quantumnas,random_high_untwirled,0.705415904521942,15
2,quantumnas,random_high_untwirled,0.6235054433345794,15
2,quantumnas,random_high_untwirled,0.7048204541206359,15
2,quantumnas,random_high_untwirled,0.6813770383596418,15
2,quantumnas,random_high_untwirled,0.6311222910881041,15
2,quantumnas,random_high_untwirled,0.7029763758182525,15
2,quantumnas,random_high_untwirled,0.6865077912807462,15
2,quantumnas,random_high_untwirled,0.6025541722774503,15
2,quantumnas,random_high_untwirled,0.6133098006248473,15
2,quantumnas,random_high_untwirled,0.6155465394258498,15
2,quantumnas,random_high_untwirled,0.7260989993810653,15
3,vanilla,random_high_untwirled,0.8400698900222777,3
3,vanilla,random_high_untwirled,0.856575459241867,3
3,vanilla,random_high_untwirled,0.8405188620090482,3
3,vanilla,random_high_untwirled,0.856575459241867,3
3,vanilla,random_high_untwirled,0.806447386741638,3
3,vanilla,random_high_untwirled,0.9291540384292601,3
3,vanilla,random_high_untwirled,0.8570243120193479,3
3,vanilla,random_high_untwirled,0.806447386741638,3
3,vanilla,random_high_untwirled,0.8115063309669492,3
3,vanilla,random_high_untwirled,0.856575459241867,3
3,vanilla,random_high_untwirled,0.9107458293437957,3
3,vanilla,random_high_untwirled,0.8742737472057341,3
3,vanilla,random_high_untwirled,0.9480470716953276,3
3,vanilla,random_high_untwirled,0.862077236175537,3
3,vanilla,random_high_untwirled,0.9291540384292601,3
3,vanilla,random_high_untwirled,0.8405188620090482,3
3,vanilla,random_high_untwirled,0.9107737541198729,3
3,vanilla,random_high_untwirled,0.9353680610656736,3
3,vanilla,random_high_untwirled,0.9543652534484861,3
3,vanilla,random_high_untwirled,0.856791466474533,3
3,vanilla,random_high_untwirled,0.856575459241867,3
3,vanilla,random_high_untwirled,0.8405188620090482,3
3,vanilla,random_high_untwirled,0.9543652534484861,3
3,vanilla,random_high_untwirled,0.8794059157371519,3
3,vanilla,random_high_untwirled,0.8400698900222777,3
3,vanilla,random_high_untwirled,0.8573130071163176,3
3,vanilla,random_high_untwirled,0.9107083380222318,3
3,vanilla,random_high_untwirled,0.7912706434726713,3
3,vanilla,random_high_untwirled,0.8737522661685942,3
3,vanilla,random_high_untwirled,0.8570243120193479,3
3,vanilla,random_high_untwirled,0.8405188620090482,3
3,vanilla,random_high_untwirled,0.9353025853633878,3
3,robust,random_high_untwirled,0.8025675415992737,5
3,robust,random_high_untwirled,0.8751874864101409,5
3,robust,random_high_untwirled,0.8868295848369596,5
3,robust,random_high_untwirled,0.87049263715744,5
3,robust,random_high_untwirled,0.8753004968166349,5
3,robust,random_high_untwirled,0.929553061723709,5
3,robust,random_high_untwirled,0.8761783838272093,5
3,robust,random_high_untwirled,0.846201092004776,5
3,robust,random_high_untwirled,0.8300243616104124,5
3,robust,random_high_untwirled,0.7914929389953612,5
3,robust,random_high_untwirled,0.8926408886909484,5
3,robust,random_high_untwirled,0.8075315058231353,5
3,robust,random_high_untwirled,0.8631152510643004,5
3,robust,random_high_untwirled,0.846201092004776,5
3,robust,random_high_untwirled,0.8932796120643615,5
3,robust,random_high_untwirled,0.8926146924495696,5
3,robust,random_high_untwirled,0.8013422787189484,5
3,robust,random_high_untwirled,0.8406414389610289,5
3,robust,random_high_untwirled,0.8013422787189484,5
3,robust,random_high_untwirled,0.9107191264629362,5
3,robust,random_high_untwirled,0.9170840084552764,5
3,robust,random_high_untwirled,0.8410997986793517,5
3,robust,random_high_untwirled,0.8526680171489714,5
3,robust,random_high_untwirled,0.8987579941749572,5
3,robust,random_high_untwirled,0.9109735786914824,5
3,robust,random_high_untwirled,0.8195946216583252,5
3,robust,random_high_untwirled,0.8874790668487548,5
3,robust,random_high_untwirled,0.8395322561264037,5
3,robust,random_high_untwirled,0.8406414389610289,5
3,robust,random_high_untwirled,0.8395322561264037,5
3,robust,random_high_untwirled,0.8096210956573484,5
3,robust,random_high_untwirled,0.8874790668487548,5
3,quantumnas,random_high_untwirled,0.6652419865131377,15
3,quantumnas,random_high_untwirled,0.7033783942461012,15
3,quantumnas,random_high_untwirled,0.614581987261772,15
3,quantumnas,random_high_untwirled,0.5423165261745452,15
3,quantumnas,random_high_untwirled,0.6448921412229538,15
3,quantumnas,random_high_untwirled,0.6316924393177032,15
3,quantumnas,random_high_untwirled,0.5983160287141799,15
3,quantumnas,random_high_untwirled,0.5958447158336638,15
3,quantumnas,random_high_untwirled,0.6615667641162871,15
3,quantumnas,random_high_untwirled,0.6639385670423507,15
