run_idx,circuit_type,attack_mode,attacked_fidelity
0,vanilla,random_high_untwirled,0.4699330478906631
0,vanilla,random_high_untwirled,0.5244545936584473
0,vanilla,random_high_untwirled,0.547538325190544
0,vanilla,random_high_untwirled,0.47968704998493183
0,vanilla,random_high_untwirled,0.5206007361412047
0,vanilla,random_high_untwirled,0.5211878865957259
0,vanilla,random_high_untwirled,0.49012015759944905
0,vanilla,random_high_untwirled,0.5799480229616164
0,vanilla,random_high_untwirled,0.5360875874757766
0,vanilla,random_high_untwirled,0.5657895058393477
0,vanilla,random_high_untwirled,0.545550599694252
0,vanilla,random_high_untwirled,0.5309556424617766
0,vanilla,random_high_untwirled,0.544675901532173
0,vanilla,random_high_untwirled,0.525258034467697
0,vanilla,random_high_untwirled,0.5129716098308562
0,vanilla,random_high_untwirled,0.577524036169052
0,vanilla,random_high_untwirled,0.6511876881122587
0,vanilla,random_high_untwirled,0.5677195340394974
0,vanilla,random_high_untwirled,0.5748401284217833
0,vanilla,random_high_untwirled,0.560703933238983
0,vanilla,random_high_untwirled,0.6051120162010192
0,vanilla,random_high_untwirled,0.5402284711599349
0,vanilla,random_high_untwirled,0.5365684926509856
0,vanilla,random_high_untwirled,0.5186679661273956
0,vanilla,random_high_untwirled,0.5269219428300856
0,vanilla,random_high_untwirled,0.527500033378601
0,vanilla,random_high_untwirled,0.5172973126173018
0,vanilla,random_high_untwirled,0.6117781996726989
0,vanilla,random_high_untwirled,0.4804600179195403
0,vanilla,random_high_untwirled,0.5753374248743056
0,vanilla,random_high_untwirled,0.5395702123641967
0,vanilla,random_high_untwirled,0.5327984094619751
0,vanilla,random_high_untwirled,0.5170507431030272
0,vanilla,random_high_untwirled,0.6099412441253661
0,vanilla,random_high_untwirled,0.5071872770786284
0,vanilla,random_high_untwirled,0.6011886298656463
0,vanilla,random_high_untwirled,0.5144756287336348
0,vanilla,random_high_untwirled,0.5368573367595671
0,vanilla,random_high_untwirled,0.6051086485385894
0,vanilla,random_high_untwirled,0.46757364273071284
0,vanilla,random_high_untwirled,0.463075965642929
0,vanilla,random_high_untwirled,0.6599923074245452
0,vanilla,random_high_untwirled,0.4765062034130096
0,vanilla,random_high_untwirled,0.5706730782985686
0,vanilla,random_high_untwirled,0.5536212027072905
0,vanilla,random_high_untwirled,0.495951548218727
0,vanilla,random_high_untwirled,0.5682969391345977
0,vanilla,random_high_untwirled,0.5367176830768584
0,vanilla,random_high_untwirled,0.49446231126785267
0,vanilla,random_high_untwirled,0.5115800797939299
0,vanilla,random_high_untwirled,0.505231738090515
0,vanilla,random_high_untwirled,0.5379526913166045
0,vanilla,random_high_untwirled,0.5390028059482573
0,vanilla,random_high_untwirled,0.5456199795007705
0,vanilla,random_high_untwirled,0.5465877503156661
0,vanilla,random_high_untwirled,0.5104037523269652
0,vanilla,random_high_untwirled,0.5619146078824996
0,vanilla,random_high_untwirled,0.4614148885011672
0,vanilla,random_high_untwirled,0.5610610991716384
0,vanilla,random_high_untwirled,0.6063313931226729
0,vanilla,random_high_untwirled,0.556951344013214
0,vanilla,random_high_untwirled,0.5749750435352324
0,vanilla,random_high_untwirled,0.5415922850370406
0,vanilla,random_high_untwirled,0.5468548983335494
0,vanilla,random_high_untwirled,0.6013949811458587
0,vanilla,random_high_untwirled,0.6100384593009948
0,vanilla,random_high_untwirled,0.543584644794464
0,vanilla,random_high_untwirled,0.552300825715065
0,vanilla,random_high_untwirled,0.5723538994789122
0,vanilla,random_high_untwirled,0.499898537993431
0,vanilla,random_high_untwirled,0.48272819817066187
0,vanilla,random_high_untwirled,0.5291502326726912
0,vanilla,random_high_untwirled,0.49237750470638264
0,vanilla,random_high_untwirled,0.5309524834156035
0,vanilla,random_high_untwirled,0.6293314099311828
0,vanilla,random_high_untwirled,0.490069419145584
0,vanilla,random_high_untwirled,0.4891627430915832
0,vanilla,random_high_untwirled,0.5333596020936965
0,vanilla,random_high_untwirled,0.5928837060928345
0,vanilla,random_high_untwirled,0.5479815900325775
0,vanilla,random_high_untwirled,0.4611941576004027
0,vanilla,random_high_untwirled,0.5293455272912979
0,vanilla,random_high_untwirled,0.47956144809722895
0,vanilla,random_high_untwirled,0.5463880002498626
0,vanilla,random_high_untwirled,0.5106115788221358
0,vanilla,random_high_untwirled,0.5233456343412398
0,vanilla,random_high_untwirled,0.49393430352210993
0,vanilla,random_high_untwirled,0.5227570980787276
0,vanilla,random_high_untwirled,0.526204228401184
0,vanilla,random_high_untwirled,0.496302306652069
0,vanilla,random_high_untwirled,0.642256587743759
0,vanilla,random_high_untwirled,0.49618233740329737
0,vanilla,random_high_untwirled,0.5162275433540343
0,vanilla,random_high_untwirled,0.6199288070201873
0,vanilla,random_high_untwirled,0.5114755630493163
0,vanilla,random_high_untwirled,0.5418996959924697
0,vanilla,random_high_untwirled,0.5821143835783004
0,vanilla,random_high_untwirled,0.5582838803529738
0,vanilla,random_high_untwirled,0.5996678173542022
0,vanilla,random_high_untwirled,0.5715285688638686
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.9353680610656736
0,robust,random_high_untwirled,0.8400698900222777
0,robust,random_high_untwirled,0.9107737541198729
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9107737541198729
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.8794059157371519
0,robust,random_high_untwirled,0.8794059157371519
0,robust,random_high_untwirled,0.8799273669719695
0,robust,random_high_untwirled,0.8794059157371519
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9353680610656736
0,robust,random_high_untwirled,0.806447386741638
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.8927952349185942
0,robust,random_high_untwirled,0.8737522661685942
0,robust,random_high_untwirled,0.7912706434726713
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.806447386741638
0,robust,random_high_untwirled,0.862077236175537
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.8742737472057341
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.9107458293437957
0,robust,random_high_untwirled,0.8625262081623075
0,robust,random_high_untwirled,0.8737522661685942
0,robust,random_high_untwirled,0.862077236175537
0,robust,random_high_untwirled,0.8573130071163176
0,robust,random_high_untwirled,0.8573130071163176
0,robust,random_high_untwirled,0.8799273669719695
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.856791466474533
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9107737541198729
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9107083380222318
0,robust,random_high_untwirled,0.8927952349185942
0,robust,random_high_untwirled,0.9291540384292601
0,robust,random_high_untwirled,0.856791466474533
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.9107083380222318
0,robust,random_high_untwirled,0.9480470716953276
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9353680610656736
0,robust,random_high_untwirled,0.8115063309669492
0,robust,random_high_untwirled,0.9107083380222318
0,robust,random_high_untwirled,0.9291540384292601
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.8400698900222777
0,robust,random_high_untwirled,0.9107737541198729
0,robust,random_high_untwirled,0.7912706434726713
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.8927952349185942
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.8115063309669492
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9107737541198729
0,robust,random_high_untwirled,0.8742737472057341
0,robust,random_high_untwirled,0.8799273669719695
0,robust,random_high_untwirled,0.7912706434726713
0,robust,random_high_untwirled,0.806447386741638
0,robust,random_high_untwirled,0.8570243120193479
0,robust,random_high_untwirled,0.9107458293437957
0,robust,random_high_untwirled,0.806447386741638
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.7912706434726713
0,robust,random_high_untwirled,0.9543652534484861
0,robust,random_high_untwirled,0.8115063309669492
0,robust,random_high_untwirled,0.806447386741638
0,robust,random_high_untwirled,0.8405188620090482
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9107458293437957
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9167292714118956
0,robust,random_high_untwirled,0.856575459241867
0,robust,random_high_untwirled,0.9543652534484861
0,robust,random_high_untwirled,0.8115063309669492
0,robust,random_high_untwirled,0.9543652534484861
0,robust,random_high_untwirled,0.9291540384292601
0,robust,random_high_untwirled,0.8799273669719695
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.9543652534484861
0,robust,random_high_untwirled,0.8570243120193479
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9543652534484861
0,robust,random_high_untwirled,0.8573130071163176
0,robust,random_high_untwirled,0.8400698900222777
0,robust,random_high_untwirled,0.8570243120193479
0,robust,random_high_untwirled,0.9353680610656736
0,robust,random_high_untwirled,0.9290925264358518
0,robust,random_high_untwirled,0.9292195141315458
0,robust,random_high_untwirled,0.7912706434726713
0,robust,random_high_untwirled,0.9543652534484861
0,quantumnas,random_high_untwirled,0.6077430397272109
0,quantumnas,random_high_untwirled,0.7246206998825071
0,quantumnas,random_high_untwirled,0.6756379306316375
0,quantumnas,random_high_untwirled,0.7266462147235868
0,quantumnas,random_high_untwirled,0.708934336900711
0,quantumnas,random_high_untwirled,0.7355580627918242
0,quantumnas,random_high_untwirled,0.6537154465913771
0,quantumnas,random_high_untwirled,0.6112838387489317
0,quantumnas,random_high_untwirled,0.617138311266899
0,quantumnas,random_high_untwirled,0.6679003089666365
0,quantumnas,random_high_untwirled,0.7068988978862761
0,quantumnas,random_high_untwirled,0.6399671435356139
0,quantumnas,random_high_untwirled,0.671231061220169
0,quantumnas,random_high_untwirled,0.6342989057302474
0,quantumnas,random_high_untwirled,0.6666287183761594
0,quantumnas,random_high_untwirled,0.6774696260690688
0,quantumnas,random_high_untwirled,0.6660265326499938
0,quantumnas,random_high_untwirled,0.5775876939296721
0,quantumnas,random_high_untwirled,0.6424867808818816
0,quantumnas,random_high_untwirled,0.6129882037639617
0,quantumnas,random_high_untwirled,0.5845439136028289
0,quantumnas,random_high_untwirled,0.6650848388671873
0,quantumnas,random_high_untwirled,0.7284250408411024
0,quantumnas,random_high_untwirled,0.6890212446451185
0,quantumnas,random_high_untwirled,0.6475985199213027
0,quantumnas,random_high_untwirled,0.613093465566635
0,quantumnas,random_high_untwirled,0.6906634718179702
0,quantumnas,random_high_untwirled,0.71787391602993
0,quantumnas,random_high_untwirled,0.5877837538719176
0,quantumnas,random_high_untwirled,0.6250670105218887
0,quantumnas,random_high_untwirled,0.7472889572381972
0,quantumnas,random_high_untwirled,0.6826462447643278
0,quantumnas,random_high_untwirled,0.7189679592847824
0,quantumnas,random_high_untwirled,0.677451804280281
0,quantumnas,random_high_untwirled,0.6847337931394576
0,quantumnas,random_high_untwirled,0.6334116905927657
0,quantumnas,random_high_untwirled,0.6672912389039992
0,quantumnas,random_high_untwirled,0.7186492979526518
0,quantumnas,random_high_untwirled,0.7394594699144361
0,quantumnas,random_high_untwirled,0.6211247146129607
0,quantumnas,random_high_untwirled,0.6930542141199111
0,quantumnas,random_high_untwirled,0.7670979052782058
0,quantumnas,random_high_untwirled,0.6361064463853835
0,quantumnas,random_high_untwirled,0.6954924315214156
0,quantumnas,random_high_untwirled,0.672541409730911
0,quantumnas,random_high_untwirled,0.6033547818660735
0,quantumnas,random_high_untwirled,0.6974354386329651
0,quantumnas,random_high_untwirled,0.6025539487600327
0,quantumnas,random_high_untwirled,0.7325642257928846
0,quantumnas,random_high_untwirled,0.6121377050876616
0,quantumnas,random_high_untwirled,0.5747523009777068
0,quantumnas,random_high_untwirled,0.6698664277791977
0,quantumnas,random_high_untwirled,0.6656087189912795
0,quantumnas,random_high_untwirled,0.684433326125145
0,quantumnas,random_high_untwirled,0.6090220063924788
0,quantumnas,random_high_untwirled,0.622439682483673
0,quantumnas,random_high_untwirled,0.6614890545606612
0,quantumnas,random_high_untwirled,0.6661698520183561
0,quantumnas,random_high_untwirled,0.7242495119571684
0,quantumnas,random_high_untwirled,0.6261864006519317
0,quantumnas,random_high_untwirled,0.6877515017986296
0,quantumnas,random_high_untwirled,0.6716876029968261
0,quantumnas,random_high_untwirled,0.5992751717567443
0,quantumnas,random_high_untwirled,0.7262548655271528
0,quantumnas,random_high_untwirled,0.5992839187383652
0,quantumnas,random_high_untwirled,0.6434641480445861
0,quantumnas,random_high_untwirled,0.7075464874505996
0,quantumnas,random_high_untwirled,0.7121516913175582
0,quantumnas,random_high_untwirled,0.7280669212341306
0,quantumnas,random_high_untwirled,0.6539804190397261
0,quantumnas,random_high_untwirled,0.7291018366813657
0,quantumnas,random_high_untwirled,0.7143276780843733
0,quantumnas,random_high_untwirled,0.6392904818058013
0,quantumnas,random_high_untwirled,0.6280420124530791
0,quantumnas,random_high_untwirled,0.6749269664287566
0,quantumnas,random_high_untwirled,0.5967892259359359
0,quantumnas,random_high_untwirled,0.5982348173856735
0,quantumnas,random_high_untwirled,0.7060263901948928
0,quantumnas,random_high_untwirled,0.6695695519447326
0,quantumnas,random_high_untwirled,0.5972753465175628
0,quantumnas,random_high_untwirled,0.7116657197475432
0,quantumnas,random_high_untwirled,0.6795246154069898
0,quantumnas,random_high_untwirled,0.7035506963729857
0,quantumnas,random_high_untwirled,0.6807193160057066
0,quantumnas,random_high_untwirled,0.6078866571187972
0,quantumnas,random_high_untwirled,0.6650112122297286
0,quantumnas,random_high_untwirled,0.6020114570856093
0,quantumnas,random_high_untwirled,0.6570115089416502
0,quantumnas,random_high_untwirled,0.6889861524105071
0,quantumnas,random_high_untwirled,0.6054279804229735
0,quantumnas,random_high_untwirled,0.6330173164606093
0,quantumnas,random_high_untwirled,0.6103834062814711
0,quantumnas,random_high_untwirled,0.6531762778759002
0,quantumnas,random_high_untwirled,0.723812863230705
0,quantumnas,random_high_untwirled,0.6448398530483245
0,quantumnas,random_high_untwirled,0.7135765999555586
0,quantumnas,random_high_untwirled,0.6947278082370757
0,quantumnas,random_high_untwirled,0.6643433421850203
0,quantumnas,random_high_untwirled,0.6577146500349043
0,quantumnas,random_high_untwirled,0.6377349048852919
1,vanilla,random_high_untwirled,0.5215787142515181
1,vanilla,random_high_untwirled,0.5319386720657348
1,vanilla,random_high_untwirled,0.506645381450653
1,vanilla,random_high_untwirled,0.5151332467794417
1,vanilla,random_high_untwirled,0.5507852137088775
1,vanilla,random_high_untwirled,0.5829296708106994
1,vanilla,random_high_untwirled,0.6055320799350739
1,vanilla,random_high_untwirled,0.4897349476814269
1,vanilla,random_high_untwirled,0.5356813520193099
1,vanilla,random_high_untwirled,0.46262568235397333
1,vanilla,random_high_untwirled,0.4781703799962997
1,vanilla,random_high_untwirled,0.476547673344612
1,vanilla,random_high_untwirled,0.4870747625827789
1,vanilla,random_high_untwirled,0.45577369630336756
1,vanilla,random_high_untwirled,0.46764142811298365
1,vanilla,random_high_untwirled,0.48644171655178065
1,vanilla,random_high_untwirled,0.5153602510690688
1,vanilla,random_high_untwirled,0.5364370644092559
1,vanilla,random_high_untwirled,0.5756170749664306
1,vanilla,random_high_untwirled,0.46528835594654083
1,vanilla,random_high_untwirled,0.5093511790037154
1,vanilla,random_high_untwirled,0.45210434496402735
1,vanilla,random_high_untwirled,0.5423270016908645
1,vanilla,random_high_untwirled,0.5433931797742843
1,vanilla,random_high_untwirled,0.5103308558464049
1,vanilla,random_high_untwirled,0.5166115909814833
1,vanilla,random_high_untwirled,0.45663137733936304
1,vanilla,random_high_untwirled,0.4945323765277862
1,vanilla,random_high_untwirled,0.589881896972656
1,vanilla,random_high_untwirled,0.4918793439865112
1,vanilla,random_high_untwirled,0.5397795289754866
1,vanilla,random_high_untwirled,0.5622758120298385
1,vanilla,random_high_untwirled,0.44416670501232136
1,vanilla,random_high_untwirled,0.623499035835266
1,vanilla,random_high_untwirled,0.5443229377269744
1,vanilla,random_high_untwirled,0.5033782422542571
1,vanilla,random_high_untwirled,0.459748163819313
1,vanilla,random_high_untwirled,0.5387331545352935
1,vanilla,random_high_untwirled,0.5640703886747359
1,vanilla,random_high_untwirled,0.4845326244831084
1,vanilla,random_high_untwirled,0.5170940607786177
1,vanilla,random_high_untwirled,0.49362224340438837
1,vanilla,random_high_untwirled,0.5231950432062148
1,vanilla,random_high_untwirled,0.5031336098909378
1,vanilla,random_high_untwirled,0.642338454723358
1,vanilla,random_high_untwirled,0.5551386475563048
1,vanilla,random_high_untwirled,0.5018254369497299
1,vanilla,random_high_untwirled,0.5022927224636077
1,vanilla,random_high_untwirled,0.47505484521388996
1,vanilla,random_high_untwirled,0.5166888684034346
1,vanilla,random_high_untwirled,0.5585414022207259
1,vanilla,random_high_untwirled,0.46674564480781544
1,vanilla,random_high_untwirled,0.47917161881923664
1,vanilla,random_high_untwirled,0.43356870114803303
1,vanilla,random_high_untwirled,0.5459740310907363
1,vanilla,random_high_untwirled,0.5383365154266356
1,vanilla,random_high_untwirled,0.5158833116292952
1,vanilla,random_high_untwirled,0.49919202923774714
1,vanilla,random_high_untwirled,0.5368480086326599
1,vanilla,random_high_untwirled,0.5196570008993148
1,vanilla,random_high_untwirled,0.5499479770660399
1,vanilla,random_high_untwirled,0.5451393127441405
1,vanilla,random_high_untwirled,0.5379274040460585
1,vanilla,random_high_untwirled,0.5787964165210722
